0,1,2,3,4,5,6,7,8
,Bur,Plag.,,Bur.,Plag.,,Bur,Plag.
St ALban Woodstreet,,,St George Botolphlane,,,St Martin Ludgate,4,
Alhallows Barking,4,,St Gregory by St Pauls,2,,St Martin Orgars,1,
Alhallows Breadstreet,,,St Hellen,1,,St Martin Outwitch,,
Alhallows Great,1,,St James Dukes place,1,,St Martin Vintrey,2,
Alhallows Honylane,,,St James Garlickhithe,1,,St Matthew Fridaystreet,1,
Alhallows Lesse,3,,St John Baptist,1,,St Maudlin Milkstreet,,
Alhallows Lumbardstreet,,,St John Evangelist,,,St Maudlin Oldfishstreet,1,
Alhallows Stayning,1,,St John Zachary,,,St Michael Bassishaw,2,
Alhallows the Wall,7,,St Katharine Coleman,1,,St Michael Cornhil,1,
St Alphage,3,,St Katharine Crechurch,1,,St Michael Crookedlane,,
St Andrew Hubbard,1,,St Lawrence Jewry,1,,St Michael Queenhithe,3,
St Andrew Undershaft,2,,St Lawrence Pountney,1,,St Michael Quern,,
St Andrew Wardrobe,3,,St Leonard Eastcheap,,,St Michael Royal,,
St Ann Aldersgate,1,,St Leonard Fosterlane,3,,St Michael Woodstreet,1,
St Ann Blackfryers,2,,St Magnus Parish,,,St Mildred Breadstreet,,
St Antholins Parish,1,,St Margaret Lothbury,,,St Mildred Poultrey,1,
St Austins Parish,2,,St Margaret Moses,,,St Nicholas Acons,,
St Bartholomew Exchange,,,St Margaret Newfishstre.,,,St Nicholas Coleabby,,
St Bennet Fynck,,,St Margaret Pattons,,,St Nicholas Olaves,1,
St Bennet Gracechurch,,,St Mary Abchurch,1,,St Olave Hartstreet,4,
St Bennet Paulswharf,4,,St Mary Aldermanbury,2,,St Olave Jewry,,
St Bennet Sherehog,,,St Mary Aldermary,1,,St Olave Silverstreet,3,
St Botolph Billingsgate,,,St Mary le Bow,,,St Pancras Soperlane,1,
Christ Church,5,,St Mary Bothaw,,,St Peter Cheap,,
St Christophers,,,St Mary Colechurch,,,St Peter Cornhil,,
St Clement Eastcheap,,,St Mary Hill,,,St Peter Paulswharf,,
St Dionis Backchurch,,,St Mary Mounthaw,,,St Peter Poor,1,
St Dunstan East,3,,St Mary Sommerset,,,St Steven Colemanstreet,2,
St Edmund Lumbardstr.,3,,St Mary Stayning,,,St Steven Walbrook,,
St Ethelborough,,,St Mary Woolchurch,,,St Swithin,1,
St Faith,,,St Mary Woolnoth,,,St Thomas Apostles,1,
St Foster,,,St Martin Iremongerlane,,,Trinity Parish,,
St Gabriel Fenchurch,1,,,,,,,
Buried in the 97 Parishes within the Walls 95 Plague 0,,,,,,,,
St Andrew Holborn,25,,St Botolph Aldgate,13,,Saviours Southwark,12,
St Bartholomew Great,,,St Botolph Bishopsgate,10,,S Sepulchres Parish,21,
St Bartholomew Lesse,,,St Dunstan West,5,,St Thomas Southwark,,
St Bridget,11,,St George Southwark,3,,Trinity Minories,,
Bridewel Precinct,,,St Giles Cripplegate,28,,At the Pesthouse,,
St Botolph Aldersgate,1,,St Olave Southwark,13,,,,
"Buried in the 16 Parishes without the Walls, and at the Pesthouse 142 Plague 0",,,,,,,,
St Giles in the fields,12,,Lambeth Parish,5,,St Mary Islington,,
Hackney Parish,,,St Leonard Shoreditch,8,,St Mary Whitechappel,13,
St James Clerkenwel,7,,St Magdalen Bermondsey,â€¢,,Rothorith Parish,,
St Kath. near the Tower,6,,St Mary Newington,3,,Stepney Parish,40,
Buried in the 12 out Parishes in Middlesex and Surrey 100 Plague 0,,,,,,,,
St Clement Danes,8,,St Martin in the fields,24,,St Margaret Westminster,19,
St Paul Covent Garden,3,,St Mary Savoy,3,,Whereof at the Pesthouse,,
Buried in the 5 Parishes in the City and Liberties of Westminster 57 Plague 0,,,,,,,,
