0,1,2,3,4,5,6,7,8
,Bur.,Plag.,,Bur,Plag,,Bur.,Plag.
St ALban Woodstreet,2,,St George Botolphlane,,,St Martin Ludgate,2,
Alhallows Barking,1,,St Gregory by St Pauls,4,,St Martin Orgars,,
Alhallows Breadstreet,,,St Hellen,,,St Martin Outwitch,,
Alhallows Great,1,,St James Dukes place,1,,St Martin Vintrey,,
Alhallows Honylane,,,St James Garlickhithe,1,,St Matthew Fridaystreet,,
Alhallows Lesse,,,St John Baptist,1,,St Maudlin Milkstreet,,
Alhallows Lumbardstreet,1,,St John Evangelist,,,St Maudlin Oldfishstreet,,
Alhallows Staining,,,St John Zachary,1,,St Michael Basâ€¢â€¢â€¢haw,,
Alhallows the Wall,,,St Katharine Coleman,,,St Michael Cornhil,,
St Alphage,,,St Katharine Crechurch,,,St Michael Crookedlane,,
St Andrew Hubbard,1,,St Lawrence Jewry,,,St Michael Queenhithe,,
St Andrew Undershaft,2,,St Lawrence Pountney,,,St Michael Quern,1,
St Andrew Wardrobe,4,,St Leonard Eastcheap,1,,St Michael Royal,,
St Ann Aldersgate,,,St Leonard Fosterlane,1,,St Michael Woodstreet,â€¢,
St Ann Blackfryers,4,,St Magnus Parish,3,,St Mildred Breadstreet,,
St Antholins Parish,,,St Margaret Lothbury,1,,St Mildred Poultrey,,
St Austins Parish,,,St Margaret Moses,1,,St Nicholas Acons,,
St Bartholomew Exchange,,,St Margaret Newfishstreet,,,St Nicholas Coleabby,,
St Bennet Fynck,2,,St Margaret Pattons,,,St Nicholas Olaves,,
St Bennet Gracechurch,,,St Mary Abchurch,1,,St Olave Hartstreet,2,
St Bennet Paulswharf,2,,St Mary Aldermanbury,,,St Olave Jewry,,
St Bennet Sherehog,1,,St Mary Aldermary,2,,St Olave Silverstreet,2,
St Botolph Billingsgate,2,,St Mary le Bow,,,St Pancras Soperlane,,
Christs Church,1,,St Mary Bothaw,,,St Peter Cheap,,
St Christophers,,,St Mary Colechurch,,,St Peter Cornhil,,
St Clement Eastcheap,,,St Mary Hill,,,St Peter Paulswharf,,
St Dionis Backchurch,1,,St Mary Mounthaw,1,,St Peter Poor,3,
St Dunstan East,3,,St Mary Sommerset,1,,St Steven Colemanstreet,2,
St Edmund Lumbardstr.,,,St Mary Stayning,,,St Steven Walbrook,,
St Ethelborough,,,St Mary Woolchurch,,,St Swithin,,
St Faith,,,St Mary Woolnoth,,,St Thomas Apostle,,
St Foster,,,St Martin Iremongerlane,1,,Trinity Parish,3,
St Gabriel Fenchurch,,,,,,,,
Buried in the 97 Parishes within the Walls 66 Plague 0,,,,,,,,
St Andrew Holborn,17,,St Botolph Aldgate,17,,Saviours Southwark,10,
St Bartholomew Great,,,St Botolph Bishopsgate,10,,S. Sepulchres Parish,17,
St Bartholomew Lesse,2,,St Dunstan West,7,,St Thomas Southwark,3,
St Bridget,6,,St George Southwark,3,,Trinity Minories,,
Bridewel Precinct,,,St Giles Cripplegate,23,,At the Pesthouse,,
St Botolph Aldersgate,6,,St Olave Southwark,15,,,,
"Buried in the 16 Parishes without the Walls, and at the Pesthouse 136 Plague 0",,,,,,,,
St Giles in the fields,16,,Lambeth Parish,4,,St Mary Illington,,
Hackney Parish,6,,St Leonard Shoreditch,5,,St Mary Whitechappel,17,
St James Clerkenwel,9,,St Magdalen Bermondsey,4,,Rothorith Parish,,
St Kath. near the Tower,1,,St Mary Newington,7,,Stepney Parish,33,
Buried in the 12 out Parishes in Middlesex and Surry 102 Plague 0,,,,,,,,
St Clement Danes,12,,St Martin in the fields,17,,St Margaret Westminster,14,
St Paul Covent Garden,,,St Mary Savoy,2,,Whereof at the Pesthouse,,
Buried in the 5 Parishes in the City and Liberties of Westminster 45 Plague 0,,,,,,,,
