0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,23.0
Apoplexie,2.0
Canker,1.0
Childbed,5.0
Chrisomes,6.0
Consumption,64.0
Convulsion,22.0
Dropsie,15.0
Executed,1.0
Feaver,29.0
Flox and Small-pox,23.0
French-pox,1.0
Griping in the Guts,21.0
Headache,1.0
Head-mould-shot,1.0
Jaundies,1.0
Infants,10.0
Killed in a Crane at Alhallows Barking,1.0
Kingsevil,1.0
Overlaid,1.0
Palsie,1.0
Plague,1.0
Rickets,7.0
Rising of the Lights,5.0
Scurvy,1.0
Sore Brest,1.0
Spotted Feaver,1.0
Stilborn,8.0
Stone,1.0
Stopping of the stomach,3.0
Suddenly,3.0
Surfeit,4.0
Teeth,17.0
Thrush,1.0
Tissick,3.0
Winde,1.0
Wormes,2.0
