0,1
[illustration] [blazon or coat of arms],
ABortive,4.0
Aged,31.0
Childbed,3.0
Chrisoms,13.0
Cold,1.0
Consumption,66.0
Convulsion,37.0
Cough,1.0
Dropsie,23.0
Feaver,30.0
Flox and Small-pox,9.0
Flux,3.0
French-pox,4.0
Gangrene,1.0
Griping in the Guts,14.0
Head mould shot,2.0
Jaundies,1.0
Imposthume,1.0
Infants,19.0
Kild with a fall from a Winâˆ£dow at St. Alphage,1.0
Kingsevill,1.0
Overlaid,2.0
Rickets,14.0
Rising of the Lights,7.0
Rupture,1.0
Scowring,2.0
Scurvy,2.0
Spotted Feaver,2.0
Stilborn,13.0
Stopping of the Stomach,6.0
Suddenly,2.0
Surfeit,3.0
Teeth,19.0
Thrush,1.0
Tissick,11.0
Winde,1.0
Wormes,2.0
