0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,38.0
Apoplexie,1.0
Cancer,1.0
Canker,1.0
Childbed,6.0
Chrisoms,15.0
Consumption,89.0
Convulsion,43.0
Cough,1.0
Dropsie,44.0
Drowned at Lambeth,3.0
Feaver,35.0
Flox and Small-pox,30.0
Flux,2.0
French-pox,3.0
Gowt,3.0
Grief,1.0
Griping in the Guts,14.0
Jaundies,1.0
Imposthume,1.0
Infants,15.0
"Kild 3, one at St. Margaret Westminster, and one in a Brewers Malt-mill at St. Marâˆ£tin Vintery, and one by a fall from a Ladder at St. Giles in the Fields",3.0
Lethargy,1.0
Overlaid,1.0
Plague,1.0
Rickets,6.0
Rising of the Lights,6.0
Rupture,1.0
Scowring,3.0
Spotted Feaver,4.0
Stilborn,11.0
Stone,1.0
Stopping of the Stomach,15.0
Suddenly,1.0
Surfeit,6.0
Teeth,22.0
Thrush,3.0
Timpany,2.0
Tissick,16.0
Ulcer,3.0
Winde,3.0
Wormes,4.0
