0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,28.0
Apoplexie,2.0
Bleeding,1.0
Bloody flux,1.0
Childbed,21.0
Chrisomes,27.0
Collick,1.0
Consumption,77.0
Convulsion,51.0
Cough,1.0
Dropsie,25.0
Feaver,95.0
Flox and Small-pox,5.0
Flux,1.0
Griping in the Guts,14.0
Jaundies,3.0
Imposthume,10.0
Infants,14.0
Kingsevil,2.0
Livergrown,1.0
Palsie,1.0
Plague,2665.0
Purples,1.0
Rickets,11.0
Rising of the Lights,3.0
Rupture,3.0
Scowring,5.0
Scurvy,3.0
Spotted Feaver,35.0
Stilborn,9.0
Stone,3.0
Stopping of the stomach,7.0
Suddenly,1.0
Surfeit,29.0
Teeth,37.0
Thrush,2.0
Timpany,1.0
Tissick,7.0
Vomiting,2.0
Winde,2.0
Wormes,10.0
