0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,10.0
Ague,1.0
Cancer,1.0
Childbed,6.0
Chrisomes,9.0
Cold,1.0
Consumption,29.0
Convulsion,11.0
Distracted,1.0
Dropsie,15.0
Feaver,34.0
Flox and Small-pox,3.0
Flux,1.0
French-pox,1.0
Grief,2.0
Griping in the Guts,8.0
Jaundies,2.0
Imposthume,5.0
Infants,10.0
Kingsevil,1.0
Overlaid,1.0
Plague,333.0
Rickets,4.0
Rising of the Lights,3.0
Scowring,1.0
Scurvy,2.0
Spotted Feaver,5.0
Stilborn,5.0
Stone,1.0
Stopping of the stomach,3.0
Strangury,1.0
Suddenly,1.0
Surfeit,3.0
Teeth,16.0
Tissick,3.0
Ulcer,2.0
Vomiting,1.0
VVen,1.0
Winde,2.0
Wormes,3.0
