0,1
[illustration] [blazon or coat of arms],
AGed,9.0
Bloody flux,1.0
Bruised,1.0
Calenture,1.0
Childbed,10.0
Chrisomes,4.0
Collick,1.0
Consumption,35.0
Convulsion,17.0
Dropsie,14.0
"Drowned 2, one at St. Magdaâˆ£len Bermonsey, and one at St. Margaret VVestminster",2.0
Feaver,27.0
Flox and Small-pox,2.0
Flux,2.0
Found dead in a Stable at St. Mary Islington,1.0
French-pox,2.0
Frighted,2.0
Griping in the Guts,8.0
Hanged himself (being diâˆ£stracted) at St. Peters in Cornhil,1.0
Jaundies,1.0
Imposthume,1.0
Infants,7.0
Meagrome,1.0
Mother,1.0
Plague,243.0
Plannet,1.0
Plurisie,1.0
Rickets,1.0
Rupture,1.0
Scurvy,3.0
Spotted Feaver,5.0
Stilborn,4.0
Stone,1.0
Stopping of the stomach,3.0
Surfeit,3.0
Teeth,14.0
Thrush,1.0
Tissick,3.0
Ulcer,2.0
Winde,1.0
Wormes,4.0
