0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,28.0
Apoplexie,1.0
Canker,1.0
Chilbed,5.0
Chrisoms,12.0
Consumption,87.0
Convulsion,25.0
Cough,1.0
Dropsie,31.0
Feaver,34.0
Flox and Small-pox,19.0
French-pox,4.0
Gangrene,2.0
Griping in the Guts,22.0
Head-mould-shot,1.0
Jaundies,2.0
Imposthume,3.0
Infants,6.0
Kingsevill,1.0
Overlaid,2.0
Palsie,2.0
Purples,1.0
Rickets,14.0
Rising of the Lights,4.0
Scurvy,1.0
Spotted Feaver,3.0
Stilborn,12.0
Stone,1.0
Stopping of the stomach,4.0
Suddenly,5.0
Surfeit,8.0
Teeth,25.0
Tissick,8.0
Winde,3.0
Wormes,2.0
