0,1
[illustration] [blazon or coat of arms],
AGed,28.0
Ague,1.0
Bloody flux,1.0
Childbed,7.0
Chrisoms,18.0
Cold,2.0
Collick,1.0
Consumption,77.0
Convulsion,24.0
Cough,2.0
Dropsie,34.0
Executed,2.0
Feaver,27.0
Flox and Small-pox,19.0
French-pox,3.0
Grief,1.0
Griping in the Guts,13.0
Hanged her self at St. Andrew Holborn,1.0
Jaundies,3.0
Infants,16.0
Kild at St. Margaret Westminâˆ£ster,1.0
Kingsevill,2.0
Overlaid,2.0
Palsie,1.0
Rickets,9.0
Rising of the Lights,4.0
Sciatica,1.0
Scowring,1.0
Scurvy,2.0
Sore mouth,1.0
Spleen,1.0
Spotted Feaver,3.0
Stilborn,7.0
Stopping of the Stomach,4.0
Suddenly,2.0
Surfeit,7.0
Teeth,21.0
Tissick,10.0
Winde,1.0
Wormes,3.0
