0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,36.0
Bedridden,1.0
Bloody flux,1.0
Bruised,1.0
Cancer,1.0
Chilbed,3.0
Chrisoms,19.0
Consumption,77.0
Convulsion,44.0
Cough,2.0
Dropsie,29.0
Executed,1.0
Feaver,33.0
Flox and Small-pox,20.0
Flux,5.0
Found dead in the Street (an Infant) at St. Bennet Paulsâˆ£wharf,1.0
French-pox,1.0
Griping in the Guts,13.0
Jaundies,2.0
Imposthume,3.0
Infants,18.0
Kild with a fall at St. Giles Cripplegate,1.0
Kingsevill,2.0
Murthered at St. Martin in the Fields,1.0
Overlaid,2.0
Quinsie,1.0
Rickets,8.0
Rising of the Lights,8.0
Scowring,1.0
Scurvy,2.0
Stilborn,9.0
Stone,1.0
Stopping of the stomach,3.0
Suddenly,6.0
Surfeit,9.0
Teeth,16.0
Thursh,2.0
Tiffick,18.0
Ulcer,1.0
Vomiting,1.0
Winde,3.0
Wormes,1.0
