0,1
[illustration] [blazon or coat of arms],
ABortive,5
Aged,38
Broken legge,1
Cancer,1
Childbed,8
Chrisoms,18
Consumption,56
Convulsion,25
Dropsie,21
Drowned at St. Kath. Tower,1
Executed,6
Feaver,34
Fistula,1
Flox and Small-pox,13
Flux,2
Found dead (an Infant) at St. Giles in the Fields,1
French-pox,3
Griping in the Guts,14
Head-mould-shot,1
Imposthume,4
Infants,7
Kingsevill,2
Overlaid,4
Plurisie,2
Rickets,4
Rising of the Lights,8
Rupture,1
Scurvy,1
Spotted Feaver,8
Stilborn,7
Stone,1
Stopping of the Stomach,8
Strangury,1
Suddenly,3
Surfeit,9
Teeth,17
Thrush,3
Tissick,â€¢
Ulcer,1
Wormes,1
