0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,20.0
Apoplexie,1.0
Bedridden,1.0
Childbed,13.0
Chrisomes,6.0
Collick,1.0
Consumption,61.0
Convulsion,36.0
Dropsie,11.0
Drowned at St. Olaves Southâˆ£wark,1.0
Feaver,81.0
Flox and Small-pox,2.0
Flux,1.0
Found dead in the Fields at St. Mary Islington,1.0
French-pox,3.0
Grief,1.0
Griping in the Guts,13.0
Jaundies,2.0
Imposthume,2.0
Infants,12.0
Killed by a fall at St. Margaret VVestminster,1.0
Murdered by the Mother (an Infant) at St. Georges Southâˆ£wark,1.0
Palsie,1.0
Plague,1414.0
Rickets,7.0
Rising of the Lights,8.0
Scowring,1.0
Scurvy,1.0
Spleen,2.0
Spotted Feaver,3.0
Stilborn,2.0
Stone,1.0
Stopping of the stomach,3.0
Surfeit,13.0
Teeth,47.0
Thrush,2.0
Timpany,1.0
Tissick,1.0
Winde,2.0
Wormes,5.0
