0,1
[illustration] [blazon or coat of arms],
AGed,19.0
Blasted,1.0
Bruised,1.0
Chilbed,4.0
Chrisoms,9.0
Collick,1.0
Consumption,63.0
Convulsion,31.0
Cough,1.0
Dropsie,27.0
Drowned at Stepney,1.0
Feaver,43.0
Fistula,1.0
Flox and Small-pox,20.0
Flux,2.0
"Found dead in the Abby, at St. Margaret Westminster",1.0
Gangrene,1.0
Griping in the Guts,27.0
Jaundies,1.0
Imposthume,3.0
Infants,12.0
Kingsevill,1.0
Measles,1.0
Palsie,1.0
Plague,43.0
Purples,1.0
Rickets,11.0
Rising of the Lights,2.0
Rupture,1.0
Scurvy,3.0
Spotted Feaver,16.0
Sore mouth,1.0
Stilborn,7.0
Stone,1.0
Stopping of the stomach,2.0
Strangury,1.0
Suddenly,3.0
Surfeit,9.0
Teeth,25.0
Timpany,2.0
Tissick,2.0
Vomiting,2.0
Wormes,1.0
