0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,11.0
Apoplexie,1.0
Cancer,3.0
Childbed,8.0
Chrisomes,6.0
Cold,1.0
Collick,4.0
Consumption,61.0
Convulsion,12.0
Dropsie,18.0
Feaver,18.0
Frighted,1.0
Gowt,2.0
Griping in the Guts,4.0
Infants,6.0
Palsie,1.0
Plague,210.0
Rickets,7.0
Rising of the Lights,5.0
Scowring,2.0
Scurvy,2.0
Sore throat,1.0
Spleen,1.0
Spotted Feaver,3.0
Stilborn,4.0
Stone,3.0
Stopping of the stomach,2.0
Surfeit,1.0
Teeth,20.0
Thrush,3.0
Tissick,1.0
Ulcer,1.0
Wormes,3.0
